Startup,Industry,Sub Vertical,City,Investors,Investment Type,Investment Amount($),Date
Saavn,Music Streaming App,Unknown,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,100000000.0,2015-08-07
Flytxt,Big Data & Analytics platform,Unknown,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,11000000.0,2015-08-07
Axtria,Big Data & Analytics platform,Unknown,India / US,"Helion Venture Partners, Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,30000000.0,2015-08-07
33Coupons,Coupon Aggregator Platform,Unknown,Kanpur,Not Disclosed,Seed Funding,20000.0,2015-08-07
Ampere,Electric Scooter manufacturer,Unknown,Coimbatore,Ratan Tata,Seed Funding,20770463.751474757,2015-08-07
Hopping Chef,Online Food-Tech Platform,Unknown,Mumbai,Mirah Hospitality,Seed Funding,470000.0,2015-08-07
Collectabillia,Celebrity Fashion Brand,Unknown,Bengaluru,Accel Partners,Private Equity,7500000.0,2015-08-07
Lendingkart,Online Finance lending platform,Unknown,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,10000000.0,2015-08-07
Lybrate,Healthcare Mobile App,Unknown,Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,10200000.0,2015-08-07
ZoomCar,Self-driven vehicle rental,Unknown,Bengaluru,"Sequoia Capital, Empire Angels, NGP",Private Equity,11000000.0,2015-08-07
NewsInShorts,News Aggregator mobile app,Unknown,Noida,Tiger Global,Private Equity,20000000.0,2015-09-07
Bluestone,Online Jewellery Store,Unknown,Bengaluru,"IvyCap Ventures, Accel Partners, Dragoneer Investment Group",Private Equity,16200000.0,2015-09-07
Shopsity,Fashion Info Aggregator App,Unknown,Gurugram,"Sandeep Aggarwal, Teruhide Sato",Seed Funding,20770463.751474757,2015-09-07
Notesgen,Online Study Notes Marketplace,Unknown,Delhi,"Rajeev Saraf, Arvind Jha, R. Satya Narayanan",Seed Funding,20770463.751474757,2015-09-07
Infinity Assurance,Warranty Programs Service Administration,Unknown,Delhi,Indian Angel Network,Seed Funding,600000.0,2015-10-07
Footprints Education,Pre-School Chain,Unknown,Gurugram,"LetsVenture, Kumar Bansal, Kshitij Jain",Seed Funding,685000.0,2015-10-07
Loylty Rewards,Premium Loyalty Rewards Point Management,Unknown,Mumbai,IndianIdeas.com,Private Equity,19350000.0,2015-10-07
Ameyo,Contact Center Software Platform,Unknown,Gurugram,Forum Synergies PE Fund,Private Equity,5000000.0,2015-07-13
Mamagoto,Casual Dining restaurant Chain,Unknown,Delhi,Goldman Sachs,Private Equity,10000000.0,2015-07-13
SatvaCart,Online Grocery Delivery,Unknown,Gurugram,Palaash Ventures,Seed Funding,20770463.751474757,2015-07-13
MySmartPrice,Online comparison engine,Unknown,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,10000000.0,2015-07-14
Zenify,Residential Rental management platform,Unknown,Bengaluru,Atul Jalan,Seed Funding,900000.0,2015-07-14
Boxmyspace,Physical Storage warehouses,Unknown,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners",Seed Funding,300000.0,2015-07-14
HackerRank,Tech Recruitment platform,Unknown,Bengaluru,HR Technology fund,Private Equity,7500000.0,2015-07-14
WickedRide,Bike Rental Platform,Unknown,Bengaluru,Undisclosed Investors,Seed Funding,790000.0,2015-07-14
WoW Express,Tech enabled logistics platform,Unknown,Mumbai,Tamarind Family Private Trust,Seed Funding,500000.0,2015-07-14
OYO Rooms,Budget Hotel Accommodation,Unknown,Gurugram,"Softbank, Sequoia Capital",Private Equity,100000000.0,2015-07-15
Mobikon,Restaurant customer engagement platform,Unknown,Pune,Jungle Ventures,Private Equity,2300000.0,2015-07-15
InstaLively,Live video streaming app,Unknown,Delhi,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat",Seed Funding,20770463.751474757,2015-07-15
Roadrunnr,Hyper local logistics platform,Unknown,Bengaluru,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,11000000.0,2015-07-15
Ketto,Crowd Funding Platform,Unknown,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,700000.0,2015-07-16
QuikWallet,F&B sector Mobile Payment platform,Unknown,Mumbai,Snow Leopard Technology Ventures,Private Equity,1600000.0,2015-07-17
Omnikart,Industrial Supplies B2B ecommerce,Unknown,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,100000.0,2015-07-17
Zo Rooms,Online budget hotel chain,Unknown,Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,15000000.0,2015-07-20
Innoviti,Payment Solutions platform,Unknown,Bengaluru,"Catamaran Ventures, New India Investment Corporation",Private Equity,4850000.0,2015-07-20
ZenRadius,Online Hiring Platform,Unknown,Bengaluru,"Tracxn Labs, Deepak Singh",Seed Funding,20770463.751474757,2015-07-21
Joy by nature,Organic Food ecommerce,Unknown,Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,1000000.0,2015-07-21
Iqlect,Big Data & Analytics platform,Unknown,Bengaluru,Exfinity Venture Partners,Private Equity,2000000.0,2015-07-22
deGustibus,Fine Dining Restaurant Chain,Unknown,Mumbai,India Value Fund Advisors,Private Equity,30000000.0,2015-07-22
NestAway,Luxury Rental Homes,Unknown,Bengaluru,"Flipkart, Tiger Global",Private Equity,12750000.0,2015-07-23
mSwipe,Mobile Point of Sale payment solution,Unknown,Unknown,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,25000000.0,2015-07-23
Myonsto,Online Grocers,Unknown,Ahmedabad,Jayant Bokadia,Seed Funding,320000.0,2015-07-23
iCrushiFlush,Casual Dating App,Unknown,Mumbai,IDG Ventures India,Seed Funding,20770463.751474757,2015-07-23
MedGenome,Clinical Genomics Provider,Unknown,Bengaluru,Sequoia Capital,Private Equity,20000000.0,2015-07-23
HolidayIQ,Travel information portal,Unknown,Bengaluru,MakeMyTrip,Private Equity,15000000.0,2015-07-23
Fitternity,Fitness Marketplace,Unknown,Mumbai,Exfinity Venture Partners,Private Equity,1000000.0,2015-07-23
Quikr,Online & Mobile classified listings,Unknown,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,60000000.0,2015-07-23
JetSetGo,Private Jet/ Helicopter Marketplace,Unknown,Delhi,YourWeCan Ventures,Seed Funding,20770463.751474757,2015-07-23
BroEx,Real Estate Broker network App,Unknown,Gurugram,Lightspeed India,Private Equity,1000000.0,2015-07-24
Shopatplaces,Ethnic/ Traditional Fashion Store,Unknown,Delhi,Indian Angel Network,Seed Funding,20770463.751474757,2015-07-25
CredR,Used Bikes Marketplace,Unknown,Mumbai,Fidelity Growth Partners,Private Equity,15000000.0,2015-07-25
ManageMySpa,Spa & Salon Management Software,Unknown,Hyderabad,Accel Partners,Private Equity,6000000.0,2015-07-27
Townrush,B2B logistics delivery platform,Unknown,Bengaluru,Lightspeed Venture Partners,Seed Funding,20770463.751474757,2015-07-27
Locus,Logistics Automation Platform,Unknown,Bengaluru,"growX ventures, Manish Singhal",Seed Funding,2750000.0,2015-07-27
Bevy,Online Hiring Platform,Unknown,Bengaluru,Varun Agarwal & Others,Seed Funding,20770463.751474757,2015-07-27
Pepperfry,Online home decor marketplace,Unknown,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,100000000.0,2015-07-28
Flipkart,Online Marketplace,Unknown,Bengaluru,Steadview Capital and existing investors,Private Equity,700000000.0,2015-07-28
Opinio,Hyperlocal food & grocery store,Unknown,Bengaluru,"Accel Partners, Traxcn Labs & Others",Seed Funding,1300000.0,2015-07-28
Zoctr,Health-Tech platform,Unknown,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,1000000.0,2015-07-28
Zimmber,Hyperlocal Handyman Services,Unknown,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures, Mohandas Pai",Private Equity,2000000.0,2015-07-29
trueHb,Medical Tech Instruments,Unknown,Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,2400000.0,2015-07-29
Zovi,Hyperlocal Deals Marketplace,Unknown,Bengaluru,"Paytm, SAIF Partners, Tiger Global Management & others",Private Equity,50000000.0,2015-07-29
Swajal,Innovative Water Solutions,Unknown,Gurugram,Abhishek Gupta,Private Equity,1200000.0,2015-07-29
Pipa Bella,Online Jewelry Store,Unknown,Mumbai,LionRock Capital,Private Equity,600000.0,2015-07-30
Pragmatix,Business intelligence & Analytics,Unknown,Mumbai,SIDBI Venture Capital Ltd,Private Equity,2400000.0,2015-07-30
Droom,Used Vehicle Marketplace,Unknown,Delhi,"Lightbox Ventures, Beenos",Private Equity,16000000.0,2015-07-30
MadRat Games,Educational Board Games,Unknown,Bengaluru,"Kunal Bahl, Rohit Bansal",Seed Funding,168000.0,2015-07-30
Noodle Play,Chinese food delivery,Unknown,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,168000.0,2015-07-30
Wassup,On-Demand Laundry & Dry cleaning App,Unknown,Chennai,B S Nagesh,Private Equity,2600000.0,2015-07-30
Cartisan,On-Demand Car services App,Unknown,Bengaluru,"YouWeCan Ventures, Aprameya Radhakrishna",Seed Funding,20770463.751474757,2015-07-30
LazyLad,Hyperlocal Grocery App,Unknown,Gurugram,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,500000.0,2015-07-31
TripFactory,Online Curated Holiday package bookings,Unknown,Bengaluru,Aarin Capital Partners,Private Equity,20770463.751474757,2015-07-31
Prothom,Hasbro Toy Manufacturer,Unknown,Pune,Oliphabs Capital,Private Equity,2000000.0,2015-07-31
Bona Vita,Travel Tech,Unknown,Gurugram,MakeMyTrip,Private Equity,5000000.0,2015-07-31
Vyomo,Beauty and Wellness Platform,Unknown,Delhi,Aprameya Radhakrishna,Seed Funding,8500000.0,2015-01-06
Veeba Foods,Healthy Food Manufacturer,Unknown,Delhi,"DSG Consumer Partners, Saama Capital.",Private Equity,6000000.0,2015-01-06
Truebil,Used Car Marketplace,Unknown,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,500000.0,2015-01-06
Meritnation,Online Learning Platform,Unknown,Delhi,InfoEdge,Private Equity,4000000.0,2015-01-06
Eattreatonline,Healthy Food Online Community,Unknown,Delhi,Group of 15 Angel Investors,Seed Funding,350000.0,2015-01-06
CredR,Used two-wheeler Marketplace,Unknown,Mumbai,GrowthStory,Seed Funding,15000000.0,2015-01-06
Glamrs,Online Fashion Video Portal,Unknown,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,1000000.0,2015-01-06
Proviera,Probiotic Technology Products Manufacturer,Unknown,Chennai,Infuse Ventures,Private Equity,550000.0,2015-01-06
Arth DesignBuild,Architectural Design & Consulting,Unknown,Hyderabad,Srinivas Tirupati,Seed Funding,500000.0,2015-01-06
Saama,Big Data & Analytics Services,Unknown,Pune / US,Carrick Capital Partners,Private Equity,35000000.0,2015-02-06
AllIzHealth,Preventive Healthcare Services,Unknown,Pune,Mumbai Angels & Other angel investors,Seed Funding,350000.0,2015-02-06
Karma Healthcare,Tech-enabled Rural Healthcare Services,Unknown,Udaipur,Ennovent Impact Investment Holding,Private Equity,500000.0,2015-02-06
Entropy Innovations,Engineering Innovations,Unknown,Mumbai,Mark Mobius & 9 Other Angel investors,Seed Funding,20770463.751474757,2015-03-06
Propstack,Real Estate Intelligence Platform,Unknown,Mumbai,DMG Information,Private Equity,3000000.0,2015-03-06
MyTaxiIndia,Online Car Rental Affiliates,Unknown,Delhi,Green House Ventures,Seed Funding,100000.0,2015-03-06
Arkin Net,Data Center Software platform,Unknown,Pune / US,Nexus Venture Partners,Private Equity,15000000.0,2015-03-06
Little Black Book Delhi,Online City & Lifestyle Guide,Unknown,Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,150000.0,2015-03-06
MyPoolin,P2P Payments platform,Unknown,Delhi,"Sharad Sharma, Rajan Anandan, Sunil Kalra, Amit Ranjan, Rohan Malhotra, Arjun Malhotra, Gautam Gandhi",Seed Funding,250000.0,2015-03-06
iCustomadeit,Bespoke Merchandize Marketplace,Unknown,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,250000.0,2015-03-06
KAARYAH,Women Lifestyle Marketplace,Unknown,Gurugram,Ratan Tata,Seed Funding,20770463.751474757,2015-03-06
Ecom Express,Logistics Solution Provider,Unknown,Delhi,Warburg Pincus,Private Equity,137000000.0,2015-04-06
Vidooly,Video Intelligence Platform,Unknown,Noida,Bessemer Venture Partners,Private Equity,1000000.0,2015-04-06
Zopper,Hyperlocal Shopping App,Unknown,Mumbai,"Tiger Global, Nirvana Ventures Advisors",Private Equity,20000000.0,2015-04-06
Flipkart,eCommerce platform,Unknown,Bengaluru,Morgan Stanley,Private Equity,50000000.0,2015-04-06
kWatt Solutions,Renewable energy solutions,Unknown,Mumbai,Unknown,Seed Funding,500000.0,2015-05-06
Medwell Ventures,Healthcare Service provider,Unknown,Bengaluru,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,10000000.0,2015-05-06
Jugnoo,Auto Rickshaw Based Services,Unknown,Chandigarh,"Snow Leopard, Paytm",Private Equity,5000000.0,2015-05-06
PosterGully,Artist / Designer Marketplace,Unknown,Delhi,"Natarajan Iyer, Rajesh Sawhney, & other Angel investors.",Seed Funding,20770463.751474757,2015-08-06
Applied Solar Technologies,Off-grid Solar Power,Unknown,Mumbai,"Future Fund, Bessemer Venture, Capricorn Investment and IFC",Private Equity,40000000.0,2015-08-06
Clovia,Private Label lingerie Ecommerce,Unknown,Delhi,IvyCap Ventures,Private Equity,5000000.0,2015-09-06
Swiggy,Online Food Ordering,Unknown,Bengaluru,"Norwest Venture Partners, SAIF Partners, Accel Partners",Private Equity,16500000.0,2015-09-06
PayMango,Mobile Commerce Platform,Unknown,Gurugram,Group of Angel Investors,Seed Funding,234000.0,2015-09-06
Printland,Online Printing Services,Unknown,Delhi,SIDBI Venture Capital Ltd,Private Equity,20770463.751474757,2015-09-06
Teritree,Digital Marketing Services,Unknown,Bengaluru,KCL,Seed Funding,140000.0,2015-09-06
Guiddoo,Travel Guide Mobile App,Unknown,Mumbai,"Pawan Borle, SVP Fly Dubai & Others",Seed Funding,800000.0,2015-10-06
Voonik,Fashion Ecommerce store,Unknown,Bengaluru,"Sequoia Capital, Seedfund",Private Equity,5000000.0,2015-10-06
AdStringO,Mobile Compression Software,Unknown,Mumbai,"Arihant Patni, Vishal Khare, Viswanath Ramachandran",Seed Funding,350000.0,2015-11-06
Faircent,Peer to Peer Lending platform,Unknown,Gurugram,M&S Partners Pte. Ltd,Seed Funding,250000.0,2015-11-06
La Renon,Global Healthcare products,Unknown,Ahmedabad,Sequoia Capital,Private Equity,16000000.0,2015-12-06
HomeLane,Home Furnishing Solutions,Unknown,Bengaluru,Sequoia Capital,Private Equity,50000000.0,2015-06-15
iSTAR,Skill Training & Placement Platform,Unknown,Bengaluru,Unitus Seed Fund,Private Equity,20770463.751474757,2015-06-15
Shippr,Intra-City Logistics service,Unknown,Bengaluru,i2india Pvt Ltd,Seed Funding,500000.0,2015-06-15
FoodAbhi,online tiffin service aggregator,Unknown,Mumbai,Group of angel investors,Seed Funding,20770463.751474757,2015-06-16
Karma Recycling,Electronic Goods recycling service,Unknown,Delhi,"Infuse Ventures, Low Carbon Enterprise Fund",Private Equity,20770463.751474757,2015-06-16
CouponRaja,Online Coupon & comparison platform,Unknown,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & others",Seed Funding,500000.0,2015-06-16
Babychakra,Parents & Kids Online platform,Unknown,Mumbai,"Mumbai Angels, Patni Family Office, Singapore Angel Network, Karan Maheshwari, Jatin Aneja, Kishor Ganji, Roopa Nath",Seed Funding,20770463.751474757,2015-06-17
Jiffstore,Online Grocery platform,Unknown,Bengaluru,"Unitus Seed Fund, Times Internet",Seed Funding,20770463.751474757,2015-06-17
MyDentist,Dental Clinic chain,Unknown,Mumbai,"LGT Group, Asian Healthcare fund, Seedfund",Private Equity,8200000.0,2015-06-17
Moovo,On-Demand Logistics Service,Unknown,Delhi,YouWeCan Ventures,Seed Funding,20770463.751474757,2015-06-18
Fracktal Works,3D Printer Manufacturer,Unknown,Bengaluru,Neoteric Infomatique Limited,Private Equity,3000000.0,2015-06-18
Hansa Customer Equity,IT / Customer Engagement Consulting,Unknown,Mumbai,ASK Pravi,Private Equity,5000000.0,2015-06-18
HealthifyMe,Health & Fitness App,Unknown,Bengaluru,"Gopal Srinivasan, Sashi Reddy, Amit Gupta, Pallav Nadhani",Private Equity,6000000.0,2015-06-18
Cakart,Online Education Marketplace,Unknown,Bengaluru,Sunil Maheshwari & group of investors,Seed Funding,20770463.751474757,2015-06-18
Housejoy,Home services marketplace,Unknown,Bengaluru,Matrix Partners,Private Equity,4000000.0,2015-06-19
FundsIndia,Financial Services Platform,Unknown,Chennai,"Faering Capital, Foundation Capital, Inventus Capital Partners",Private Equity,11000000.0,2015-06-19
Cupick,Social Network for Artists,Unknown,Bengaluru,Group of Angel Investors from US/India,Seed Funding,120000.0,2015-06-20
Tracxn,Startup funding platform,Unknown,Bengaluru,"Sachin Bansal, Bunny Bansal & other investors",Private Equity,10000000.0,2015-06-20
HolaChef,Food Delivery Platform,Unknown,Mumbai,"Kalaari Capital, India Quotient",Private Equity,3100000.0,2015-06-21
Elong,Data Driven recruitment recommendation,Unknown,Bengaluru,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Private Equity,5000000.0,2015-06-22
Ixigo,Travel Search Engine,Unknown,Gurugram,Micromax Informatics,Private Equity,15000000.0,2015-06-22
SkillAngels,Brain Games Platform,Unknown,Chennai,Sprout Angels LLP,Seed Funding,20770463.751474757,2015-06-22
Vidgyor,Video Advertisement Platform,Unknown,Bengaluru,AngelPrime,Seed Funding,500000.0,2015-06-22
Banihal,Algorithmic Match Making Platform,Unknown,New Delhi / California,Dr David Cheriton,Seed Funding,20770463.751474757,2015-06-22
Goodservice,Mobile Chat based concierge service,Unknown,Delhi,Sequoia Capital,Private Equity,1600000.0,2015-06-23
Treebo,Online Budget Hotel Booking Service,Unknown,Bengaluru,"Matrix Partners India, SAIF Partners",Private Equity,6000000.0,2015-06-23
EduKart,Online education marketplace,Unknown,Delhi,"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Private Equity,1000000.0,2015-06-23
Healthians,Preventive healthcare services,Unknown,Hyderabad,YouWeCan Ventures,Seed Funding,20770463.751474757,2015-06-23
LabInApp,Science Learning App,Unknown,Bengaluru,Unitus Seed Fund,Seed Funding,20770463.751474757,2015-06-24
Syona Cosmetics,Beauty and Wellness platform,Unknown,Chennai,Chennai Angels,Seed Funding,150000.0,2015-06-24
Sigrid Education,Online Education Platform,Unknown,Noida,Oliphans Capital,Seed Funding,20770463.751474757,2015-06-24
Indix,SaaS product intelligence platform,Unknown,Unknown,"Nokia Growth Partners, Nexus Venture Partners, Avalon Ventures",Private Equity,15000000.0,2015-06-24
The Porter,Logistics Tech,Unknown,Mumbai,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",Private Equity,5500000.0,2015-06-24
Retention.ai,App Analytics platform,Unknown,Bengaluru,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others",Seed Funding,500000.0,2015-06-24
Fusion Microfinance,Micro Finance Platform,Unknown,Delhi,"Development finance institution Belgian Investment Company, Oikocredit",Private Equity,8600000.0,2015-06-25
